,hotel_address,lat,lng,lat_lng
38093,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
38127,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
38187,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
38623,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
38895,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
38906,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
38999,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
39162,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
39176,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
39279,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
39630,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
39662,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
39773,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
39879,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
39904,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
40015,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
40320,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
40555,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
40582,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
40644,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
40807,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
41120,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
41314,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
41666,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
41677,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,True,True,"(Decimal('15.65565'), Decimal('48.778035'))"
41858,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
42297,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
42382,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
42625,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
42699,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
42792,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
43051,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
43229,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
43267,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
43472,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
43577,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
43587,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
43800,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
44254,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
44396,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
44411,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
44622,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
44670,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
44754,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
44761,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
44840,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
45319,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
45378,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
45441,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
45507,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
45547,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
45717,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
46294,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
46296,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
46656,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
47303,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
47424,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
47436,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
47441,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
47579,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
47588,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
47742,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
47875,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
47923,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
48041,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
48110,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
48256,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
48308,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
48375,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
48616,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
48695,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
48792,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
49171,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
49425,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
49779,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
49874,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
50292,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
50435,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
50727,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
50800,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
51000,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
51120,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
51224,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
51363,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
51463,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
51520,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
51602,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
51796,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
51896,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
52274,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
52817,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
53271,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
53389,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
53442,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,True,True,"(Decimal('15.65565'), Decimal('48.778035'))"
53455,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,True,True,"(Decimal('15.65565'), Decimal('48.778035'))"
53558,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
53861,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
53955,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
53996,Sep lveda 180 Eixample 08011 Barcelona Spain,True,True,"(Decimal('2.181864'), Decimal('41.425226'))"
53997,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
54390,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
54654,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
54908,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
54937,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
55176,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
55267,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
55380,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
55441,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
55456,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
55556,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
55680,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
55695,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
56032,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
56255,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
56434,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
57381,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
57444,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
57954,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
58018,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
58236,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
58252,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
58312,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
58425,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
58458,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
58946,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
59097,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
59152,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
59204,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
59306,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
59662,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
59717,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
60154,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
60538,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
60565,Sieveringer Stra e 4 19 D bling 1190 Vienna Austria,True,True,"(Decimal('16.341397'), Decimal('48.245935'))"
60671,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
60736,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
60797,Gr nentorgasse 30 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
60886,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
60943,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
61020,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
61295,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
61381,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
61576,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
61685,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
61742,W hringer Stra e 12 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
61757,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
61783,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
62048,Paragonstra e 1 11 Simmering 1110 Vienna Austria,True,True,"(Decimal('16.413999'), Decimal('48.176599'))"
62338,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
62393,Bail n 4 6 Eixample 08010 Barcelona Spain,True,True,"(Decimal('1.655829'), Decimal('41.396133'))"
62444,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
62660,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
62765,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
62821,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
62893,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
62952,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
63090,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
63575,20 Rue De La Ga t 14th arr 75014 Paris France,True,True,"(Decimal('2.330948'), Decimal('48.838331'))"
63711,Savoyenstra e 2 16 Ottakring 1160 Vienna Austria,True,True,"(Decimal('16.297308'), Decimal('48.211783'))"
64282,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
64302,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
64477,4 rue de la P pini re 8th arr 75008 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
64560,Taborstra e 8 A 02 Leopoldstadt 1020 Vienna Austria,True,True,"(Decimal('16.39411'), Decimal('48.218213'))"
64570,Landstra er G rtel 5 03 Landstra e 1030 Vienna Austria,True,True,"(Decimal('16.36346'), Decimal('48.206487'))"
64611,23 Rue Damr mont 18th arr 75018 Paris France,True,True,"(Decimal('2.351556'), Decimal('48.856663'))"
65013,Hasenauerstra e 12 19 D bling 1190 Vienna Austria,True,True,"(Decimal('15.65565'), Decimal('48.778035'))"
65081,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
65089,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
65234,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
65652,Josefst dter Stra e 22 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
66173,W hringer Stra e 33 35 09 Alsergrund 1090 Vienna Austria,True,True,"(Decimal('16.357513'), Decimal('48.222139'))"
66285,Josefst dter Stra e 10 12 08 Josefstadt 1080 Vienna Austria,True,True,"(Decimal('16.347119'), Decimal('48.210918'))"
